Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Đại diện Kinh doanh - Khánh Hòa (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Khánh Hòa,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dai-dien-kinh-doanh-khanh-hoa.35C59625.html
"Lập Trình Viên Java (Einvoice, Econtract, CA)",Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/lap-trinh-vien-java-einvoice-econtract-ca.35C58E35.html
Chuyên viên thiết kế (Mới),CÔNG TY TNHH TRỐNG ĐỒNG THĂNG LONG,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke.35C595CC.html
Nhân Viên Bảo Trì (Mới),Công Ty TNHH Jones & Vining (Việt Nam),Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C597ED.html
Chuyên viên pháp chế (tiếng Trung)(Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phap-che-tieng-trung.35C59727.html
QA Engineer,"OMV Co., Ltd",Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/qa-engineer.35C4EB06.html
Maintenance & Production Manager(Mới),Công Ty TNHH Red Bull (Việt Nam),Hồ Chí Minh Bình Dương Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/maintenance-production-manager.35C59758.html
TALENT ACQUISITION STAFF (Nhân viên tuyển dụng Nhân tài)(Mới),Công Ty TNHH Bodynits Tiền Giang,Tiền Giang,Lương: 12 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/talent-acquisition-staff-nhan-vien-tuyen-dung-nhan-tai.35C597DB.html
CHUYÊN VIÊN LOGISTICS(Mới),CÔNG TY CỔ PHẦN NÔNG NGHIỆP VIỆT PHI,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-logistics.35C595DB.html
NHÂN VIÊN KINH DOANH - PHÁT TRIỂN THỊ TRƯỜNG(Mới),CÔNG TY TNHH PAGE ONE VIỆT NAM,Hồ Chí Minh,"Lương: 6,5 Tr - 24 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phat-trien-thi-truong.35C59739.html
Import&Export - Xuất Nhập Khẩu,Công Ty TNHH Interwood Việt Nam,Bình Dương,Lương: 17 Tr - 23 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/import-export-xuat-nhap-khau.35C532A5.html
Backend Developer(Mới),Công ty Cổ phần Mỹ phẩm Quốc tế Thùy Dung,Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/backend-developer.35C59694.html
Nhân viên kho (Cần Thơ - Hậu Giang)(Mới),De Heus LLC,Hậu Giang,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-can-tho-hau-giang.35C59707.html
KIẾN TRÚC SƯ CHỦ TRÌ(Mới),Công ty Cổ phần Xhome Cần Thơ,Cần Thơ Kiên Giang,Lương: 15 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kien-truc-su-chu-tri.35C5982B.html
Nhân Viên Lễ Tân - Hành Chính(Mới),"ORION FOOD VINA CO.,LTD",Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-le-tan-hanh-chinh.35C59733.html
Nhân Viên Kiểm Tra Chất Lượng_QC Hiện Trường,Công Ty TNHH Fursys VN,Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kiem-tra-chat-luong_qc-hien-truong.35C540F0.html
KẾ TOÁN TRƯỞNG/PHÓ PHÒNG KẾ TOÁN(Mới),CÔNG TY TNHH MTV HƯƠNG VĨNH CỬU,Đồng Nai,Lương: 25 Tr - 45 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-pho-phong-ke-toan.35C59732.html
"AI Data Annotation Specialist – Global Freelance Role, Flexible Hours(Mới)",TELUS Digital,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ai-data-annotation-specialist-global-freelance-role-flexible-hours.35C5966F.html
Chuyên Viên Tuyển Dụng (Chỉ tuyển Nam),CÔNG TY CỔ PHẦN KING FOOD MARKET,Hồ Chí Minh,Lương: 7 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tuyen-dung-chi-tuyen-nam.35C56C3D.html
Nhân Viên Bảo Trì Điện(Mới),Công ty TNHH Minh Long I,Bình Dương,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri-dien.35C595FB.html
[ĐA QUÝ] PHÓ QUẢN ĐỐC SẢN XUẤT,Dalat Hasfarm,Lâm Đồng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/da-quy-pho-quan-doc-san-xuat.35C53B88.html
Nhân Viên Tư Vấn Tuyển Sinh - Hồ Chí Minh,ILA Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-tuyen-sinh-ho-chi-minh.35C59176.html
"Nhân Viên Tư Vấn Tại Văn Phòng - Lương Cứng 7tr, Không Áp KPI Vào Lương Cứng(Mới)",CÔNG TY CỔ PHẦN BPO MẮT BÃO,Hồ Chí Minh,Lương: 10 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-tai-van-phong-luong-cung-7tr-khong-ap-kpi-vao-luong-cung.35C59797.html
Purchasing Specialist,"OMV Co., Ltd",Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/purchasing-specialist.35C4EA28.html
Giám đốc nhà máy - Đắk Lắk(Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 25 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-nha-may-dak-lak.35C595F5.html
Sales Admin Đi làm Ngay(Mới),"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG",Hưng Yên Hà Nội,Lương: Lên đến 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-admin-di-lam-ngay.35C59735.html
Client Management Manager,CÔNG TY CỔ PHẦN ĐẠI THUẬN,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/client-management-manager.35C561DA.html
TIKTOK Game Livestream Streamer(Mới),CÔNG TY TNHH KUA SHIDAI NETWORK TECHNOLOGY,Hồ Chí Minh,Lương: 10 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tiktok-game-livestream-streamer.35C590CD.html
"Giám Đốc Ban Kinh Doanh Miền Bắc (Lương Cứng 30 Đến 60 Triệu + Hoa Hồng Cao/ Nghỉ Thứ 7, Chủ Nhật)",Công ty Cổ Phần Tập Đoàn Bizman,Hà Nội,Lương: 30 Tr - 60 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ban-kinh-doanh-mien-bac-luong-cung-30-den-60-trieu-hoa-hong-cao-nghi-thu-7-chu-nhat.35C56A00.html
Country Sales Manager,HR Vietnam’s ESS Client,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/country-sales-manager.35C56B26.html
Engineering Manager,HR Vietnam’s ESS Client,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/engineering-manager.35C569FA.html
Thư ký ban Phát triển sản phẩm tại Hà Nội - Lương hấp dẫn (nghỉ thứ 7 và chủ nhật),Công ty Cổ Phần Tập Đoàn Bizman,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thu-ky-ban-phat-trien-san-pham-tai-ha-noi-luong-hap-dan-nghi-thu-7-va-chu-nhat.35C569FD.html
Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN THIẾT KẾ XÂY DỰNG TWIN,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C56AA6.html
KỸ SƯ/GIÁM SÁT ĐIỆN,HR Vietnam’s ESS Client,Thái Bình Nam Định,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-giam-sat-dien.35C56BB9.html
Business Development Manager,HR Vietnam’s ESS Client,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/business-development-manager.35C56BBC.html
Business Development Manager,HR Vietnam’s ESS Client,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/business-development-manager.35C56BBC.html
Quality Inspector,"CERINS VIETNAM CO., LTD",Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quality-inspector.35C439D9.html
Tổng đài viên hành khách,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 7 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tong-dai-vien-hanh-khach.35C56B76.html
Kế Toán Trưởng Kiêm Trưởng Phòng Tài Chính (Tiếng Trung),CÔNG TY TNHH LOVE MAXX,Hà Nội,Lương: 35 Tr - 50 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-kiem-truong-phong-tai-chinh-tieng-trung.35C52CB9.html
Trưởng Phòng Chăm Sóc Khách Hàng Tiếng Trung,CÔNG TY TNHH LOVE MAXX,Hà Nội,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-cham-soc-khach-hang-tieng-trung.35C56A1D.html
Kế toán công nợ,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 11 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-cong-no.35C56B0D.html
Nhân viên lái xe,Công Ty Cổ Phần Tập Đoàn Việt Ba,Hà Nội,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-lai-xe.35C56B38.html
Sale Logistics Excercutive,Công ty TNHH X.E Việt Nam,Hồ Chí Minh,Lương: 18 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sale-logistics-excercutive.35C56BD1.html
Sale Logistics Excercutive,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 18 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sale-logistics-excercutive.35C56B87.html
Nhân viên Tiếng Trung ( 4 kỹ năng),CÔNG TY TNHH XÂY DỰNG QUỐC TẾ CHUANG XING,Hà Nam,Lương: 10 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tieng-trung-4-ky-nang.35C56AC9.html
Kế toán thanh toán,Công ty Cổ phần Đồng phục Phương Thảo,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thanh-toan.35C56C11.html
Chăm sóc khách hàng,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 9 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cham-soc-khach-hang.35C56B5F.html
Kế Toán Thuế,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 12 Tr - 17 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thue.35C56B85.html
ĐIỀU HÀNH VẬN TẢI,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dieu-hanh-van-tai.35C56B9B.html
Giáo viên Tiếng Anh Tiểu học,CÔNG TY CỔ PHẦN GIÁO DỤC MAYA,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giao-vien-tieng-anh-tieu-hoc.35C56AC5.html
Chuyên viên truyền thông nội bộ,CÔNG TY CỔ PHẦN THƯƠNG MẠI BM,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-truyen-thong-noi-bo.35C56BAB.html
TRƯỞNG NHÓM CSKH,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-cskh.35C56BC3.html
Chuyên Viên Đào Tạo,Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dao-tao.35C56B94.html
Trợ lý hành chính,CÔNG TY CỔ PHẦN THƯƠNG MẠI BM,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-hanh-chinh.35C56B95.html
Trợ lý Cửa hàng (The Colorist Royal City),KKV Vietnam,Hà Nội,Lương: 11 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-cua-hang-the-colorist-royal-city.35C4DBF7.html
QS & Procuremment Specilaist  ( Chuyên viên bóc khối lượng & mua hàng dự án nội thất),Công ty Cổ Phần Unity Architects,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/qs-procuremment-specilaist-chuyen-vien-boc-khoi-luong-mua-hang-du-an-noi-that.35C56C23.html
Quản Trị Viên Văn Hóa Doanh Nghiệp ( TN năm 2024 - 2025 ),CÔNG TY TNHH ACTR,Tây Ninh,"Lương: 10,2 Tr - 15 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-tri-vien-van-hoa-doanh-nghiep-tn-nam-2024-2025.35C56AD7.html
Interior Designer,Công Ty TNHH Kiến Trúc Xây Dựng Việt An (Vacons),Hồ Chí Minh,"Lương: 500 - 1,000 USD",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/interior-designer.35C569EC.html
Trưởng nhóm Kế toán Hàng Hoá - Tài Sản,"CellphoneS - Hệ thống bán lẻ điện thoại di động, laptop và các sản phẩm công nghệ toàn quốc",Hồ Chí Minh,Lương: 17 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ke-toan-hang-hoa-tai-san.35C56AB3.html
Giáo viên Tin học (Tiểu học) - Pathway School,Hệ thống trường Pathway Tuệ Đức,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giao-vien-tin-hoc-tieu-hoc-pathway-school.35C56AF1.html
Business Development Manager,Công Ty Cổ phần Blueseed,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/business-development-manager.35C56BAE.html
Chuyên viên Digital Marketing (Google Ads),"CellphoneS - Hệ thống bán lẻ điện thoại di động, laptop và các sản phẩm công nghệ toàn quốc",Hồ Chí Minh,Lương: 13 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-digital-marketing-google-ads.35C56A9C.html
Chuyên viên Phát triển Kinh Doanh | Business  Development Excecutive (Ngành giáo dục),CareerViet's client,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-kinh-doanh-business-development-excecutive-nganh-giao-duc.35C56B24.html
Nhân viên tư vấn vé lặn biển,Holiday Diving,Khánh Hòa,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-ve-lan-bien.35C56A86.html
Kế toán tổng hợp,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ĐÁ NỮ HOÀNG,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C56B9D.html
Giám đốc Tour Du lịch,CÔNG TY CỔ PHẦN THUNG MÂY,Khánh Hòa,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-tour-du-lich.35C56A94.html
Nhân viên thống kê sản xuất,CÔNG TY TNHH EON INDUSTRY VIỆT NAM,Thừa Thiên- Huế,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thong-ke-san-xuat.35C56A53.html
Sales Executive B2B (Bình Dương),CÔNG TY TNHH ELTETE (VIỆT NAM),Bình Dương,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-executive-b2b-binh-duong.35C56B4B.html
Giám đốc Chế biến Nông sản,CÔNG TY CỔ PHẦN THUNG MÂY,Khánh Hòa,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-che-bien-nong-san.35C56A93.html
Chuyên viên Tuyển dụng,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ENTIZ,Nghệ An Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tuyen-dung.35C56A18.html
Chuyên Viên Học Thuật Tiếng Trung (HSK),CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Hà Nội,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-hoc-thuat-tieng-trung-hsk.35C56A20.html
NHÂN VIÊN KẾ TOÁN THANH TOÁN (THU NHẬP TỪ 13.000.000 - 15.000.000 VNĐ),Công Ty Cổ Phần Xuất Nhập Khẩu Thương Mại Đài Linh,Hà Nội,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-thanh-toan-thu-nhap-tu-13-000-000-15-000-000-vnd.35C56A66.html
Trưởng phòng Đấu thầu,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ENTIZ,Nghệ An Hà Nội,Lương: 40 Tr - 60 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-dau-thau.35C56C71.html
CÁN BỘ VẬT TƯ HỢP ĐỒNG,CÔNG TY CỔ PHẦN VÁCH KÍNH HASKY,Hà Nội,Lương: 11 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/can-bo-vat-tu-hop-dong.35C56AFF.html
Điều phối lớp học,Công ty cổ phần SIMPACE Việt Nam,Hà Nội,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dieu-phoi-lop-hoc.35C56C04.html
Photographer,HỆ THỐNG KÍNH MẮT ANNA,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/photographer.35C56B60.html
Nhân Viên Bán Hàng Đà Lạt,HỆ THỐNG KÍNH MẮT ANNA,Lâm Đồng,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-da-lat.35C56B91.html
Nhân Viên Bán Hàng Hải Dương,HỆ THỐNG KÍNH MẮT ANNA,Hải Dương,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-hai-duong.35C56B8B.html
Nhân Viên Booking KOL/KOC (Marketing),HỆ THỐNG KÍNH MẮT ANNA,Hà Nội,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-booking-kol-koc-marketing.35C56B5C.html
Trưởng phòng Kế hoạch vật tư,CÔNG TY CP BIA & NGK HẠ LONG,Hà Nội Quảng Ninh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-ke-hoach-vat-tu.35C56C7F.html
VIDEO EDITOR (Fresher - AI Application),CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Hà Nội,"Lương: 10,5 Tr - 12,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/video-editor-fresher-ai-application.35C56A6B.html
Nhân Viên Kinh Doanh B2B,CÔNG TY CỔ PHẦN STARBINI,Hồ Chí Minh Hà Nội,Lương: Trên 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-b2b.35C56A8E.html
Kỹ Sư Thiết Kế Máy Tự Động,Công Ty TNHH Harada Industries Việt Nam,Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-may-tu-dong.35C56C56.html
Chuyên viên Kinh doanh Logistics,Công ty CP Vĩnh An Logistics,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-logistics.35C56BF6.html
Chuyên Viên Quản Lý Sản Phẩm,Công Ty Cổ Phần Tập Đoàn Bất Động Sản Thắng Lợi,Hồ Chí Minh,Lương: 14 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-san-pham.35C569EA.html
CHUYÊN VIÊN MUA HÀNG ( TIẾNG TRUNG),Vascara Group,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-mua-hang-tieng-trung.35C56A3A.html
CHUYÊN VIÊN MUA HÀNG ( TIẾNG TRUNG),Vascara Group,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-mua-hang-tieng-trung.35C56A3A.html
Engineering Services,CÔNG TY TNHH AMPHENOL TECHNOLOGY VIỆT NAM (AFOV),Long An,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/engineering-services.35C56A30.html
Facility Coordinator,Wall Street English,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/facility-coordinator.35C56B48.html
Nhân viên xuất nhập khẩu,CÔNG TY TNHH AMPHENOL TECHNOLOGY VIỆT NAM (AFOV),Long An,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau.35C56B1F.html
Quality System Engineer - Kỹ sư hệ thống chất lượng (có xe đưa đón ở TP HCM),Công ty TNHH Amphenol Technology Vietnam (Xưởng 3),Long An,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quality-system-engineer-ky-su-he-thong-chat-luong-co-xe-dua-don-o-tp-hcm.35C56B7F.html
Test Technician ( Able to speak English) - Kĩ thuật viên điện tử,XP Power  Vietnam,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/test-technician-able-to-speak-english-ki-thuat-vien-dien-tu.35C56AAF.html
Academic Coach  - Cố Vấn Học Tập,Wall Street English,Hồ Chí Minh,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/academic-coach-co-van-hoc-tap.35C56C57.html
Internation Freight Forwarding Sales (BAC NINH),S.F. EXPRESS LTD.,Bắc Ninh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/internation-freight-forwarding-sales-bac-ninh.35C56C40.html
Equity Research Analyst,Phu Hung Securities Corporation,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/equity-research-analyst.35C56AE3.html
Project Manager (Business Analyst/Agile/Scrum/Jira),Phu Hung Securities Corporation,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/project-manager-business-analyst-agile-scrum-jira.35C56AA3.html
Air Terminal Operation Staff,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ APEX (VIỆT NAM),Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/air-terminal-operation-staff.35C56ADA.html
Nhân Viên R&D Thực phẩm,CÔNG TY CỔ PHẦN HAGIMEX,Hà Nam Hà Nội Hòa Bình,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-r-d-thuc-pham.35C56AE9.html
Nhân viên bán hàng tại showroom,HEXAGON - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hà Nội,Lương: Trên 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-tai-showroom.35C56ACB.html
Kỹ sư dân dụng dự án xây dựng,"Công ty TNHH Sản xuất, lắp ráp Tuấn Nghĩa",Lạng Sơn,Lương: 18 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-dan-dung-du-an-xay-dung.35C56C10.html
Nhân viên Kỹ thuật,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ THỰC PHẨM HOÀNG LÂM,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat.35C56A37.html
Nhân Viên Kinh Doanh,Công Ty TNHH Thương Mại Và Dịch Vụ Nguyễn Huy,Hồ Chí Minh,Lương: 20 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C56AC4.html
Nhân viên Kỹ thuật,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ THỰC PHẨM HOÀNG LÂM,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat.35C56A2F.html
Nhân viên kinh doanh,CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ ĐỨC TÍN,Hồ Chí Minh,Lương: 9 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C56934.html
Kế Toán Trưởng (Công ty sản xuất và xuất khẩu),CÔNG TY CỔ PHẦN HAGIMEX,Hà Nam Hà Nội Hòa Bình,Lương: 25 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-cong-ty-san-xuat-va-xuat-khau.35C56AEA.html
