Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Nhân viên điều độ,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Đà Nẵng,Lương: 12 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-do.35C587BA.html
Thanh tra tuyến vận tải,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thanh-tra-tuyen-van-tai.35C58724.html
Nhân viên kỹ thuật phương tiện,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 12 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-phuong-tien.35C58752.html
Nhân Viên Hành Chính Lễ Tân,Công Ty Cổ Phần Xây Lắp Và Thương Mại Trường Lộc,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-le-tan.35C587C1.html
Nhân viên điều độ,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Đà Nẵng,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-do.35C587D1.html
Nhân Viên Kinh Doanh,Công ty TNHH Quốc Tế Đại Cát Á,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C58753.html
Chuyên viên phát triển kinh doanh,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Hồ Chí Minh,Lương: 17 Tr - 19 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-kinh-doanh.35C587A0.html
Quản lý Người lái,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Đà Nẵng,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-nguoi-lai.35C587C4.html
Chuyên viên thanh tra tuyến,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Đà Nẵng,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thanh-tra-tuyen.35C587CC.html
Nhân viên Phòng vé,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Hồ Chí Minh,Lương: 11 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phong-ve.35C587E1.html
Nhân viên Điều hành OCC sân bay,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Hà Nội,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-hanh-occ-san-bay.35C587D7.html
Quản lý Người lái,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-nguoi-lai.35C587F9.html
Nhân viên chăm sóc tổng hợp,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 8 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-tong-hop.35C58762.html
Kế toán tổng hợp,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 16 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C5876A.html
Nhân viên Điều hành OCC sân bay,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Hồ Chí Minh,Lương: 13 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-hanh-occ-san-bay.35C587BE.html
Admind kỹ thuật phương tiện,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 12 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/admind-ky-thuat-phuong-tien.35C5874E.html
Chuyên viên phát triển kinh doanh,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Đà Nẵng,Lương: 17 Tr - 19 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-kinh-doanh.35C587A5.html
Hành chính- NS tổng hơp,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 15 Tr - 17 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hanh-chinh-ns-tong-hop.35C587B3.html
Thu ngân,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,Bà Rịa - Vũng Tàu,Lương: 11 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thu-ngan.35C58791.html
Planning Manager (Garment Manufacturing),"Công ty TNHH, Liên Doanh Vĩnh Hưng (TMI Việt Nam)",Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/planning-manager-garment-manufacturing.35C587EC.html
Sourcing Specialist / Executive,NANOCO GROUP,Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sourcing-specialist-executive.35C58735.html
"Trưởng Ban quản lý dự án (Bãi Lữ, Nghệ An)",Tập Đoàn Tân Á Đại Thành,Nghệ An Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-ban-quan-ly-du-an-bai-lu-nghe-an.35C58999.html
Merchandise Development Executive,CÔNG TY CỔ PHẦN CAFÉ KATINAT,Hồ Chí Minh,Lương: 12 Tr - 19 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/merchandise-development-executive.35C588EA.html
CHUYÊN VIÊN KHÁCH HÀNG CÁ NHÂN - CHI NHÁNH BẾN LỨC - KHU VỰC ĐÔNG NAM BỘ,Ngân Hàng TMCP Sài Gòn Thương Tín (Sacombank),Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-ca-nhan-chi-nhanh-ben-luc-khu-vuc-dong-nam-bo.35C589A1.html
General Accounting (FMCG),CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/general-accounting-fmcg.35C5898D.html
Business Consultant - Hospital/ Tư Vấn Kinh Doanh - Bệnh Viện (Đồng Nai & Bình Phước),Zuellig Pharma Viet Nam,Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/business-consultant-hospital-tu-van-kinh-doanh-benh-vien-dong-nai-binh-phuoc.35C588A6.html
Business Consultant - Hospital/ Tư Vấn Kinh Doanh - Bệnh Viện (Đồng Nai & Bình Phước),Zuellig Pharma Viet Nam,Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/business-consultant-hospital-tu-van-kinh-doanh-benh-vien-dong-nai-binh-phuoc.35C588A6.html
Nhân Viên R&D Mỹ Phẩm,Công ty TNHH Sản Xuất và Thương Mại Tổng Hợp Việt My,Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-r-d-my-pham.35C58923.html
[Nghệ An - Hà Tĩnh] Giám sát bán hàng ngành sơn,Tập Đoàn Tân Á Đại Thành,Hà Tĩnh Nghệ An,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nghe-an-ha-tinh-giam-sat-ban-hang-nganh-son.35C58818.html
Nhân viên Hồ sơ thầu,CÔNG TY CỔ PHẦN VILLAMED,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-so-thau.35C5875D.html
Nhân viên Bảo trì,Công Ty Cổ Phần Vietstar,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C588E5.html
Kế Toán Tổng Hợp (General Accountant),JoyMall,Hồ Chí Minh,Lương: 12 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop-general-accountant.35C5896A.html
Chuyên Viên Kinh Doanh (B2B) - TIẾNG TRUNG,CÔNG TY CỔ PHẦN KCN XUÂN QUẾ CÔNG TY CỔ PHẦN KCN XUÂN QUẾ,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-b2b-tieng-trung.35C588D4.html
Nhân Viên Bảo Trì,Công ty TNHH Giáo dục Khai Nguyên,Hồ Chí Minh,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C58799.html
"Tổng đài CSKH ngân hàng quân đội MB tại Đống Đa, Hà Nội. H1",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tong-dai-cskh-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi-h1.35C58776.html
Tuyển Gấp Lao Động Phổ Thông Làm Việc Văn Phòng Mạng Viettel Tại Hòa Lạc,CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 6 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tuyen-gap-lao-dong-pho-thong-lam-viec-van-phong-mang-viettel-tai-hoa-lac.35C5871D.html
Chuyên viên Kế toán,Công ty cổ phần HaMo Holdings,Hồ Chí Minh,Lương: 14 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-toan.35C58759.html
"Nhân Viên Tư vấn dịch vụ GTGT Viettel tại TP Vinh, Nghệ An. H1",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Nghệ An,Lương: 7 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-dich-vu-gtgt-viettel-tai-tp-vinh-nghe-an-h1.35C587C3.html
"Nhân viên bán hàng - Nguyễn Thị Thập, Quận 7",Công ty CP Toshiko Việt Nam,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-nguyen-thi-thap-quan-7.35C58796.html
Quản Lý Kinh Doanh Miền Nam,Công ty CP Toshiko Việt Nam,Hồ Chí Minh,Lương: 15 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-mien-nam.35C58794.html
Trưởng phòng Marketing,TẬP ĐOÀN BRG – CÔNG TY CP,Đà Nẵng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-marketing.35C587E2.html
"Nhân viên  CSKH Viettel Post tại CCN Lai Xá, Hoài Đức, Hà Nội (Xoay ca).H1",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cskh-viettel-post-tai-ccn-lai-xa-hoai-duc-ha-noi-xoay-ca-h1.35C58774.html
[Hà Nội] Chuyên viên Kế hoạch tài chính/ (Senior) Finance Planning Executive,Công Ty Cổ Phần Tập Đoàn TH,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ha-noi-chuyen-vien-ke-hoach-tai-chinh-senior-finance-planning-executive.35C587A8.html
"Chuyên Viên Phát Triển Thị Trường - Tây Nguyên, Đông Nam Bộ",Công ty CP Toshiko Việt Nam,Dak Lak Đồng Nai Gia Lai,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-thi-truong-tay-nguyen-dong-nam-bo.35C587A1.html
Chuyên Viên Phát Triển Thị Trường - Miền Trung,Công ty CP Toshiko Việt Nam,Đà Nẵng,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-thi-truong-mien-trung.35C5879F.html
Nhân Viên Tư Vấn Dịch Vụ Viettel Giờ Hành Chính Tân Bình Hồ Chí Minh,CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hồ Chí Minh,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-dich-vu-viettel-gio-hanh-chinh-tan-binh-ho-chi-minh.35C587E8.html
Thực tập sinh Tuyển dụng (HCM),Công ty cổ phần HaMo Holdings,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-tuyen-dung-hcm.35C58971.html
Quản Lý Dự Án Thẻ Tín Dụng,CÔNG TY TÀI CHÍNH BƯU ĐIỆN,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-du-an-the-tin-dung.35C58755.html
Nhân Viên Hỗ Trợ Khách Hàng Qua Tổng Đài Viettel Cẩm Lệ Đà Nẵng,CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Đà Nẵng,Lương: 6 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-tro-khach-hang-qua-tong-dai-viettel-cam-le-da-nang.35C587FB.html
Chuyên viên Chất lượng Dịch vụ - Phòng Chăm sóc Khách hàng,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chat-luong-dich-vu-phong-cham-soc-khach-hang.35C589B2.html
Quản lý cửa hàng Kiên Giang,Công ty Cổ phần IntelLife,Kiên Giang,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-cua-hang-kien-giang.35C58888.html
Quản lý bảo trì nhà máy chế biến sữa (Dalatmilk - Lâm Đồng),Công Ty Cổ Phần Tập Đoàn TH,Lâm Đồng,"Lương: 1,000 - 2,000 USD",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-bao-tri-nha-may-che-bien-sua-dalatmilk-lam-dong.35C588C0.html
Chuyên viên chính Truyền thông – Phòng Thương hiệu Truyền thông,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-truyen-thong-phong-thuong-hieu-truyen-thong.35C589AA.html
Chuyên viên Phát triển phần mềm fullstack,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-phan-mem-fullstack.35C589BA.html
"Nhân Viên Tân Trang thiết bị Viettel Tại Bắc Từ Liêm, Hà Nội",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tan-trang-thiet-bi-viettel-tai-bac-tu-liem-ha-noi.35C58846.html
Cộng tác viên Tuyển dụng,Công ty CP Bệnh Viện Đa Khoa Quốc Tế Vinmec,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-tuyen-dung.35C5887A.html
Trưởng ban Kiểm soát nội bộ,CÔNG TY CỔ PHẦN THỊNH CƯỜNG,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-ban-kiem-soat-noi-bo.35C58913.html
Chuyên Viên ALM,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-alm.35C589B7.html
"Nhân viên Tư Vấn Khách Hàng Viettel Post tại Kim Chung, Hoài Đức, Hà Nội - Không yêu cầu Kinh Nghiệm",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-khach-hang-viettel-post-tai-kim-chung-hoai-duc-ha-noi-khong-yeu-cau-kinh-nghiem.35C58889.html
Kế toán nội bộ,CÔNG TY CỔ PHẦN PHÁT TRIỂN VIỄN THÔNG VÀ TRUYỀN HÌNH VIỆT NAM,Hà Nội,Lương: 12 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C5891D.html
Chuyên viên Hậu kiểm EKYC – Phòng Chăm sóc Khách hàng,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-hau-kiem-ekyc-phong-cham-soc-khach-hang.35C589B0.html
Chuyên viên Tuân thủ - Pháp chế - Phòng Tuân thủ,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tuan-thu-phap-che-phong-tuan-thu.35C589C1.html
Công Ty Kim Cương Tuyển Gấp Lao Động Phổ Thông Làm Việc Văn Phòng Mạng Viettel Tại Hòa Lạc,CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 6 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-ty-kim-cuong-tuyen-gap-lao-dong-pho-thong-lam-viec-van-phong-mang-viettel-tai-hoa-lac.35C588A7.html
"Chuyên viên Khách hàng cá nhân - Từ Sơn, Đông Anh",Ngân hàng TMCP Thịnh vượng và Phát triển - PGBank,Bắc Ninh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-ca-nhan-tu-son-dong-anh.35C5882B.html
Nhân viên Truyền thông Marketing,Công ty Cổ phần IntelLife,Hà Nội,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-truyen-thong-marketing.35C5888C.html
"(Part Time) Nhân viên Trực Tổng Đài Viettel Post tại Hoài Đức, Hà Nội",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 4 Tr - 5 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/part-time-nhan-vien-truc-tong-dai-viettel-post-tai-hoai-duc-ha-noi.35C58862.html
Chuyên Viên Thủ Tục,CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hồ Chí Minh Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thu-tuc.35C588BC.html
"Nhân viên Trực Tổng Đài hỗ trợ khách hàng ngân hàng quân đội MB  tại Đống Đa, Hà Nội",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-truc-tong-dai-ho-tro-khach-hang-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi.35C58876.html
"Nhân Viên Tư Vấn Bán Gói Cước Viettel tại TP Vinh, Nghệ An",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Nghệ An,Lương: 7 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-ban-goi-cuoc-viettel-tai-tp-vinh-nghe-an.35C58867.html
[Dalatmilk] Nhân viên QA/QC nhà máy sữa,Công Ty Cổ Phần Sữa Đà Lạt,Lâm Đồng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dalatmilk-nhan-vien-qa-qc-nha-may-sua.35C588C3.html
Chủ trì thiết kế [Xhome Việt Nam],Công ty CP XHOME Việt Nam,Hà Nội,Lương: 25 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chu-tri-thiet-ke-xhome-viet-nam.35C58748.html
Nhân viên kế toán kho [Eco Sub Factory],Công ty CP XHOME Việt Nam,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-kho-eco-sub-factory.35C58754.html
Giám sát thi công [Xhome Việt Nam],Công ty CP XHOME Việt Nam,Hà Nội,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-thi-cong-xhome-viet-nam.35C58740.html
KẾ TOÁN TỔNG HỢP,CÔNG TY CỔ PHẦN STAVIAN BAO BÌ BÌNH THUẬN,Bình Thuận,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C5875E.html
Kiến trúc sư chủ trì [CN Quảng Ninh],Công ty CP XHOME Việt Nam,Hà Nội,Lương: 20 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kien-truc-su-chu-tri-cn-quang-ninh.35C58756.html
Chuyên viên kế toán xuất nhập khẩu,CÔNG TY CỔ PHẦN TÔN THÉP VIỆT PHÁP,Hà Nội,Lương: 16 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-toan-xuat-nhap-khau.35C58764.html
[TP.HCM] SENIOR ROUTE TO MARKET SPECIALIST,CÔNG TY TNHH BIA CARLSBERG VIỆT NAM,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tp-hcm-senior-route-to-market-specialist.35C587E5.html
[TP.HCM] SENIOR ROUTE TO MARKET SPECIALIST,CÔNG TY TNHH BIA CARLSBERG VIỆT NAM,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tp-hcm-senior-route-to-market-specialist.35C587E5.html
Giám đốc Kinh doanh,Tập Đoàn Karofi Holding,Hà Nội,Lương: Trên 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh.35C58763.html
Kiến trúc sư [CN Quảng Ninh],Công ty CP XHOME Việt Nam,Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kien-truc-su-cn-quang-ninh.35C58758.html
Chuyên viên Product Marketing,Tập Đoàn Karofi Holding,Hà Nội,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-product-marketing.35C58742.html
Trưởng Bộ Phận Phát Triển Phần Mềm Nhúng(Firmware),Tập Đoàn Karofi Holding,Hà Nội,Lương: Lên đến 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-bo-phan-phat-trien-phan-mem-nhung-firmware.35C5875C.html
CHUYÊN VIÊN KẾ TOÁN TỔNG HỢP,SCI Group,Hà Nội,Lương: 15 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-toan-tong-hop.35C5892C.html
[SCM] - Nhân viên điều phối hàng hóa,CÔNG TY TNHH DAESANG VIỆT NAM,Hà Nội,Lương: 10 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/scm-nhan-vien-dieu-phoi-hang-hoa.35C5886F.html
Trợ lý ban tổng giám đốc,Công ty CP IIG Việt Nam,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-ban-tong-giam-doc.35C589B1.html
Chuyên viên Thiết Kế Cơ Khí - R&D Mechanical Design Engineer,Tập Đoàn Karofi Holding,Hưng Yên,Lương: 12 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke-co-khi-r-d-mechanical-design-engineer.35C589A3.html
Giám đốc Kinh doanh Toàn quốc Kênh MT,Tập Đoàn Karofi Holding,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh-toan-quoc-kenh-mt.35C5895F.html
Chuyên viên Thúc đẩy bán - [BAC A BANK - Khối Ngân hàng Bán lẻ],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thuc-day-ban-bac-a-bank-khoi-ngan-hang-ban-le.35C58974.html
TRƯỞNG PHÒNG KẾ TOÁN HÀNH CHÍNH ĐÀ NẴNG,Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Đà Nẵng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-ke-toan-hanh-chinh-da-nang.35C588DB.html
"Chuyên viên Khách hàng doanh nghiệp - Đà Nẵng, Bình Định, Nha Trang, Huế, Đắk Lắk",Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Bình Định KV Bắc Trung Bộ KV Nam Trung Bộ,Lương: 10 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-doanh-nghiep-da-nang-binh-dinh-nha-trang-hue-dak-lak.35C58901.html
Đại Diện Bán Hàng Tại Lào Cai,Tập Đoàn Karofi Holding,Lào Cai,Lương: 16 Tr - 22 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dai-dien-ban-hang-tai-lao-cai.35C5896D.html
Nhân Viên Livestream,Tập Đoàn Karofi Holding,Hà Nội,Lương: 11 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-livestream.35C58967.html
Nhân Viên Chăm Sóc Khách Hàng,Tập Đoàn Karofi Holding,Hà Nội,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang.35C5895C.html
